5.000000000000000000e+02,1.000000000000000000e+03,1.500000000000000000e+03,2.000000000000000000e+03,2.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,5.000000000000000000e+03,5.500000000000000000e+03,6.000000000000000000e+03,6.500000000000000000e+03,7.000000000000000000e+03,7.500000000000000000e+03,8.000000000000000000e+03,8.500000000000000000e+03,9.000000000000000000e+03,9.500000000000000000e+03,1.000000000000000000e+04,1.050000000000000000e+04,1.100000000000000000e+04,1.150000000000000000e+04,1.200000000000000000e+04,1.250000000000000000e+04,1.300000000000000000e+04,1.350000000000000000e+04,1.400000000000000000e+04,1.450000000000000000e+04,1.500000000000000000e+04,1.550000000000000000e+04,1.600000000000000000e+04,1.650000000000000000e+04,1.700000000000000000e+04,1.750000000000000000e+04,1.800000000000000000e+04,1.850000000000000000e+04,1.900000000000000000e+04,1.950000000000000000e+04,2.000000000000000000e+04,2.050000000000000000e+04,2.100000000000000000e+04,2.150000000000000000e+04,2.200000000000000000e+04,2.250000000000000000e+04,2.300000000000000000e+04,2.350000000000000000e+04,2.400000000000000000e+04,2.450000000000000000e+04,2.500000000000000000e+04,2.550000000000000000e+04,2.600000000000000000e+04,2.650000000000000000e+04,2.700000000000000000e+04,2.750000000000000000e+04,2.800000000000000000e+04,2.850000000000000000e+04,2.900000000000000000e+04,2.950000000000000000e+04,3.000000000000000000e+04
8.100000000000000000e+01,7.500000000000000000e+01,8.133333333333332860e+01,7.875000000000000000e+01,7.940000000000000568e+01,7.766666666666665719e+01,8.171428571428572241e+01,8.112500000000000000e+01,8.000000000000000000e+01,7.870000000000000284e+01,8.045454545454545325e+01,8.058333333333332860e+01,8.100000000000000000e+01,8.178571428571427759e+01,8.013333333333333997e+01,7.975000000000000000e+01,8.088235294117647811e+01,8.105555555555555713e+01,7.952631578947368496e+01,7.980000000000001137e+01,8.123809523809524080e+01,8.063636363636364024e+01,8.156521739130434412e+01,8.037500000000000000e+01,8.135999999999999943e+01,8.084615384615383959e+01,8.040740740740740478e+01,8.235714285714286120e+01,8.003448275862068328e+01,8.060000000000000853e+01,8.067741935483870463e+01,8.112500000000000000e+01,8.015151515151515582e+01,8.155882352941176805e+01,8.077142857142857224e+01,8.047222222222222854e+01,7.932432432432432279e+01,8.226315789473683537e+01,8.107692307692308020e+01,8.025000000000000000e+01,8.163414634146340632e+01,8.038095238095237960e+01,8.090697674418603924e+01,8.097727272727273373e+01,8.100000000000000000e+01,8.102173913043478137e+01,8.055319148936169427e+01,8.158333333333332860e+01,8.136734693877551194e+01,8.015999999999999659e+01,8.070588235294117396e+01,8.011538461538461320e+01,8.167924528301885800e+01,8.133333333333332860e+01,8.047272727272726911e+01,8.110714285714286120e+01,8.042105263157894512e+01,8.101724137931034875e+01,8.145762711864406924e+01,8.078333333333333144e+01
1.199300000000000019e-02,8.994999999999999524e-03,1.099499999999999957e-02,1.200799999999999958e-02,3.096600000000000047e-02,1.698900000000000063e-02,1.798900000000000152e-02,1.998899999999999982e-02,3.298100000000000337e-02,3.897799999999999876e-02,3.198299999999999754e-02,2.798199999999999993e-02,3.997699999999999865e-02,3.897400000000000170e-02,4.497500000000000109e-02,5.896699999999999858e-02,5.097200000000000342e-02,7.495799999999999685e-02,6.596399999999999486e-02,6.096599999999999936e-02,7.295999999999999708e-02,7.296099999999999808e-02,8.295500000000000096e-02,1.089370000000000061e-01,1.019430000000000058e-01,1.079370000000000052e-01,9.794400000000000328e-02,1.349229999999999874e-01,1.359239999999999893e-01,1.349249999999999894e-01,1.299250000000000127e-01,1.579109999999999958e-01,1.818950000000000011e-01,2.418619999999999937e-01,2.298669999999999880e-01,2.558559999999999723e-01,2.098810000000000120e-01,2.078820000000000112e-01,2.218729999999999869e-01,2.208759999999999890e-01,2.868350000000000066e-01,2.428619999999999945e-01,2.518589999999999995e-01,2.328679999999999917e-01,2.608509999999999995e-01,2.398649999999999949e-01,2.708450000000000024e-01,2.578529999999999989e-01,2.718470000000000053e-01,2.798410000000000064e-01,3.078400000000000025e-01,2.518529999999999935e-01,2.938330000000000108e-01,2.828379999999999783e-01,3.198170000000000179e-01,3.198179999999999912e-01,3.198179999999999912e-01,2.948290000000000077e-01,3.128210000000000157e-01,3.408070000000000266e-01
8.200000000000000000e+01,7.700000000000000000e+01,7.833333333333332860e+01,7.600000000000000000e+01,8.139999999999999147e+01,7.516666666666667140e+01,7.785714285714286120e+01,7.812500000000000000e+01,7.766666666666665719e+01,7.559999999999999432e+01,7.763636363636364024e+01,7.766666666666665719e+01,7.861538461538461320e+01,7.592857142857141639e+01,7.800000000000000000e+01,7.612500000000000000e+01,7.817647058823528994e+01,7.561111111111110006e+01,7.684210526315789025e+01,7.720000000000000284e+01,7.909523809523810201e+01,7.645454545454545325e+01,7.713043478260868824e+01,7.845833333333332860e+01,7.723999999999999488e+01,7.830769230769230660e+01,7.807407407407407618e+01,7.792857142857143060e+01,7.796551724137931672e+01,7.820000000000000284e+01,7.754838709677419217e+01,7.684375000000000000e+01,7.678787878787878185e+01,7.823529411764705799e+01,7.748571428571429465e+01,7.813888888888888573e+01,7.767567567567567721e+01,7.747368421052631504e+01,7.869230769230769340e+01,7.772499999999999432e+01,7.695121951219512368e+01,7.757142857142856940e+01,7.760465116279068809e+01,7.795454545454545325e+01,7.708888888888888857e+01,7.834782608695651618e+01,7.772340425531915287e+01,7.735416666666667140e+01,7.720408163265307167e+01,7.628000000000000114e+01,7.707843137254901933e+01,7.776923076923077360e+01,7.801886792452830832e+01,7.827777777777778567e+01,7.774545454545454959e+01,7.742857142857143060e+01,7.787719298245615107e+01,7.818965517241379359e+01,7.854237288135593076e+01,7.790000000000000568e+01
1.599000000000000074e-02,1.099200000000000003e-02,8.994000000000000258e-03,8.994999999999999524e-03,1.399099999999999996e-02,1.299400000000000034e-02,1.299299999999999934e-02,8.517199999999999771e-02,1.599199999999999927e-02,1.799200000000000105e-02,1.898899999999999894e-02,2.296799999999999883e-02,2.398600000000000038e-02,2.498399999999999926e-02,3.298000000000000237e-02,3.100199999999999831e-02,3.298100000000000337e-02,3.697999999999999898e-02,3.098400000000000112e-02,4.097800000000000054e-02,4.697199999999999986e-02,5.596799999999999692e-02,5.696500000000000175e-02,7.295799999999999508e-02,4.097599999999999854e-02,7.795599999999999752e-02,7.695599999999999663e-02,4.797400000000000275e-02,5.096900000000000042e-02,8.294600000000000584e-02,6.196399999999999825e-02,6.196499999999999925e-02,9.694300000000000139e-02,1.009400000000000019e-01,1.069409999999999944e-01,7.097699999999999843e-02,7.495899999999999785e-02,1.199289999999999939e-01,9.194800000000000195e-02,8.996800000000000630e-02,1.429189999999999905e-01,9.094800000000000106e-02,1.009449999999999931e-01,9.994300000000000406e-02,1.788980000000000015e-01,1.259270000000000111e-01,1.189329999999999971e-01,2.048820000000000086e-01,1.609069999999999945e-01,2.098790000000000100e-01,2.188749999999999862e-01,1.319259999999999877e-01,1.349239999999999884e-01,1.529320000000000124e-01,1.429199999999999915e-01,2.548560000000000270e-01,1.579079999999999928e-01,1.659039999999999959e-01,2.888339999999999796e-01,1.758979999999999988e-01
7.900000000000000000e+01,7.750000000000000000e+01,7.866666666666665719e+01,7.450000000000000000e+01,8.040000000000000568e+01,8.116666666666667140e+01,7.642857142857141639e+01,7.750000000000000000e+01,7.555555555555555713e+01,7.779999999999999716e+01,7.854545454545454675e+01,8.025000000000000000e+01,7.507692307692308020e+01,7.857142857142856940e+01,7.773333333333333428e+01,7.987500000000000000e+01,7.941176470588234793e+01,7.750000000000000000e+01,7.721052631578947967e+01,7.770000000000000284e+01,7.866666666666665719e+01,7.731818181818181301e+01,7.817391304347826519e+01,7.741666666666667140e+01,7.864000000000000057e+01,7.715384615384614619e+01,7.940740740740740478e+01,7.792857142857143060e+01,7.765517241379311031e+01,7.760000000000000853e+01,7.783870967741935942e+01,7.843750000000000000e+01,7.666666666666667140e+01,7.867647058823528994e+01,7.814285714285715301e+01,7.872222222222222854e+01,7.737837837837837185e+01,7.750000000000000000e+01,7.774358974358975161e+01,7.904999999999999716e+01,7.856097560975609895e+01,7.814285714285715301e+01,7.753488372093023884e+01,7.856818181818181301e+01,7.822222222222222854e+01,7.786956521739129755e+01,7.872340425531915287e+01,7.895833333333332860e+01,7.814285714285715301e+01,7.920000000000000284e+01,7.896078431372548323e+01,7.888461538461538680e+01,7.766037735849056389e+01,7.851851851851851904e+01,7.920000000000000284e+01,7.982142857142858361e+01,7.889473684210526017e+01,7.901724137931034875e+01,7.762711864406779227e+01,7.770000000000000284e+01
1.399099999999999996e-02,2.798300000000000093e-02,4.297600000000000031e-02,6.995999999999999441e-02,1.119369999999999948e-01,1.499129999999999907e-01,2.178779999999999883e-01,2.878370000000000095e-01,3.807820000000000094e-01,4.457450000000000023e-01,5.017110000000000181e-01,6.956219999999999626e-01,8.325240000000000418e-01,9.094809999999999839e-01,9.504569999999999963e-01,1.207308999999999966e+00,1.421186000000000060e+00,1.583094999999999919e+00,1.845944999999999947e+00,2.008850999999999942e+00,2.321670000000000122e+00,2.549539999999999917e+00,2.805394999999999861e+00,2.792403000000000191e+00,3.194173999999999847e+00,3.780835999999999864e+00,3.758849000000000107e+00,4.087660999999999767e+00,4.515413999999999817e+00,4.967157000000000266e+00,4.723298999999999914e+00,5.927626000000000062e+00,5.976580000000000226e+00,6.191456999999999766e+00,6.642197999999999602e+00,7.286829000000000001e+00,7.496709000000000067e+00,7.644624000000000308e+00,8.760987000000000080e+00,8.905903000000000347e+00,1.011121299999999934e+01,9.622495999999999938e+00,9.869351999999999236e+00,1.066489800000000088e+01,1.150441499999999984e+01,1.185821699999999979e+01,1.241189600000000048e+01,1.313050400000000018e+01,1.417288899999999963e+01,1.435178699999999985e+01,1.473157100000000064e+01,1.513333699999999915e+01,1.628068499999999830e+01,1.737405800000000156e+01,1.790675299999999837e+01,1.909205599999999947e+01,1.933593600000000023e+01,2.025441000000000003e+01,2.126383200000000073e+01,2.182950299999999899e+01
7.800000000000000000e+01,6.500000000000000000e+01,7.066666666666667140e+01,6.850000000000000000e+01,7.200000000000000000e+01,7.483333333333332860e+01,6.900000000000000000e+01,7.250000000000000000e+01,7.077777777777777146e+01,7.159999999999999432e+01,7.054545454545454675e+01,7.075000000000000000e+01,7.292307692307691980e+01,7.400000000000000000e+01,7.400000000000000000e+01,7.212500000000000000e+01,7.141176470588234793e+01,6.983333333333334281e+01,7.289473684210527438e+01,7.340000000000000568e+01,7.080952380952381020e+01,7.318181818181818699e+01,7.286956521739131176e+01,7.175000000000000000e+01,7.248000000000000398e+01,7.342307692307691980e+01,7.177777777777777146e+01,7.285714285714284699e+01,7.082758620689655515e+01,7.283333333333334281e+01,7.258064516129032029e+01,7.212500000000000000e+01,7.354545454545454675e+01,7.323529411764705799e+01,7.328571428571429180e+01,7.216666666666667140e+01,7.248648648648648418e+01,7.250000000000000000e+01,7.251282051282051100e+01,7.265000000000000568e+01,7.300000000000000000e+01,7.328571428571429180e+01,7.227906976744186807e+01,7.300000000000000000e+01,7.224444444444444002e+01,7.378260869565217206e+01,7.291489361702127781e+01,7.164583333333332860e+01,7.326530612244897611e+01,7.121999999999999886e+01,7.307843137254901933e+01,7.194230769230769340e+01,7.237735849056603854e+01,7.318518518518519045e+01,7.127272727272728048e+01,7.187500000000000000e+01,7.300000000000000000e+01,7.160344827586206407e+01,7.276271186440678207e+01,7.193333333333333712e+01
1.199399999999999945e-02,1.399199999999999923e-02,2.198699999999999960e-02,2.498399999999999926e-02,2.900399999999999853e-02,3.496099999999999902e-02,4.297499999999999931e-02,5.297000000000000319e-02,5.796599999999999669e-02,5.996300000000000241e-02,6.696100000000000663e-02,7.995099999999999429e-02,8.694999999999999951e-02,9.520299999999999596e-02,9.994200000000000306e-02,8.895000000000000129e-02,1.009400000000000019e-01,1.199309999999999959e-01,1.259280000000000121e-01,1.289250000000000118e-01,1.469179999999999930e-01,1.439139999999999864e-01,1.439159999999999884e-01,1.569099999999999939e-01,1.569099999999999939e-01,2.038830000000000087e-01,1.778980000000000006e-01,1.908910000000000051e-01,1.968870000000000064e-01,2.038840000000000097e-01,2.298870000000000080e-01,2.218720000000000137e-01,2.188740000000000130e-01,2.548529999999999962e-01,2.568550000000000000e-01,2.438780000000000114e-01,2.598509999999999986e-01,2.548540000000000250e-01,2.788399999999999768e-01,2.728430000000000022e-01,2.878359999999999808e-01,3.018259999999999832e-01,3.068259999999999876e-01,3.228119999999999878e-01,3.158219999999999916e-01,3.298099999999999921e-01,3.118190000000000128e-01,3.288119999999999932e-01,3.667920000000000069e-01,3.467999999999999972e-01,3.667900000000000049e-01,3.647909999999999764e-01,3.438050000000000272e-01,3.808010000000000006e-01,4.007680000000000131e-01,3.767829999999999790e-01,4.167629999999999946e-01,4.107629999999999892e-01,4.237569999999999948e-01,4.227580000000000227e-01
7.300000000000000000e+01,8.050000000000000000e+01,7.666666666666667140e+01,8.150000000000000000e+01,7.860000000000000853e+01,7.833333333333332860e+01,8.085714285714286120e+01,7.950000000000000000e+01,8.066666666666665719e+01,8.070000000000000284e+01,8.190909090909090651e+01,8.008333333333332860e+01,8.015384615384616041e+01,8.092857142857143060e+01,8.126666666666666572e+01,7.956250000000000000e+01,7.905882352941175384e+01,8.072222222222221433e+01,8.110526315789473983e+01,8.015000000000000568e+01,8.095238095238094900e+01,7.881818181818182723e+01,7.986956521739129755e+01,8.033333333333332860e+01,8.092000000000000171e+01,8.092307692307691980e+01,7.888888888888888573e+01,7.957142857142856940e+01,8.203448275862068328e+01,7.956666666666666288e+01,8.080645161290323131e+01,8.037500000000000000e+01,8.075757575757576490e+01,8.229411764705882604e+01,8.040000000000000568e+01,8.025000000000000000e+01,8.183783783783783861e+01,8.136842105263157521e+01,8.023076923076922640e+01,8.010000000000000853e+01,8.092682926829269263e+01,8.047619047619048160e+01,8.097674418604651692e+01,8.061363636363635976e+01,7.940000000000000568e+01,8.060869565217390686e+01,8.006382978723404165e+01,8.093750000000000000e+01,7.991836734693877986e+01,8.034000000000000341e+01,8.035294117647059409e+01,8.076923076923077360e+01,8.047169811320755173e+01,8.181481481481482376e+01,7.981818181818182723e+01,8.019642857142856940e+01,8.075438596491227372e+01,8.022413793103447688e+01,8.071186440677966800e+01,8.056666666666666288e+01
