5.000000000000000000e+02,1.000000000000000000e+03,1.500000000000000000e+03,2.000000000000000000e+03,2.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,5.000000000000000000e+03,5.500000000000000000e+03,6.000000000000000000e+03,6.500000000000000000e+03,7.000000000000000000e+03,7.500000000000000000e+03,8.000000000000000000e+03,8.500000000000000000e+03,9.000000000000000000e+03,9.500000000000000000e+03,1.000000000000000000e+04,1.050000000000000000e+04,1.100000000000000000e+04,1.150000000000000000e+04,1.200000000000000000e+04,1.250000000000000000e+04,1.300000000000000000e+04,1.350000000000000000e+04,1.400000000000000000e+04,1.450000000000000000e+04,1.500000000000000000e+04,1.550000000000000000e+04,1.600000000000000000e+04,1.650000000000000000e+04,1.700000000000000000e+04,1.750000000000000000e+04,1.800000000000000000e+04,1.850000000000000000e+04,1.900000000000000000e+04,1.950000000000000000e+04,2.000000000000000000e+04
6.400000000000000000e+01,6.000000000000000000e+01,6.533333333333332860e+01,6.500000000000000000e+01,6.720000000000000284e+01,6.616666666666665719e+01,6.871428571428572241e+01,6.650000000000000000e+01,6.833333333333332860e+01,6.400000000000000000e+01,6.890909090909090651e+01,6.833333333333332860e+01,6.984615384615383959e+01,6.735714285714286120e+01,6.806666666666666288e+01,6.843750000000000000e+01,7.000000000000000000e+01,6.733333333333332860e+01,6.710526315789473983e+01,6.845000000000000284e+01,6.933333333333334281e+01,6.881818181818182723e+01,6.856521739130434412e+01,6.708333333333332860e+01,6.787999999999999545e+01,6.788461538461538680e+01,6.751851851851851904e+01,6.775000000000000000e+01,6.717241379310344485e+01,6.860000000000000853e+01,6.845161290322580783e+01,6.815625000000000000e+01,6.781818181818182723e+01,6.735294117647059409e+01,6.751428571428571956e+01,6.727777777777778567e+01,6.759459459459459651e+01,6.723684210526316463e+01,6.882051282051281760e+01,6.887500000000000000e+01
3.125120000000000120e-01,5.625909999999999522e-01,7.656199999999999672e-01,9.740299999999999514e-01,1.279408000000000101e+00,1.437699000000000060e+00,1.658894000000000091e+00,1.890967000000000064e+00,2.078409000000000173e+00,2.172115999999999936e+00,2.390935999999999950e+00,2.797363999999999962e+00,2.969240999999999797e+00,3.016093000000000135e+00,3.500379000000000129e+00,3.516258000000000106e+00,3.938117999999999785e+00,3.908392999999999784e+00,4.531894000000000311e+00,4.609516000000000169e+00,4.641275000000000261e+00,5.094520000000000159e+00,5.375638999999999612e+00,5.568414999999999893e+00,5.765989000000000253e+00,5.938496999999999915e+00,6.412576999999999749e+00,6.407938999999999830e+00,6.688180000000000014e+00,7.407258999999999816e+00,7.178113999999999884e+00,7.459642999999999802e+00,7.579115999999999964e+00,8.126181000000000765e+00,8.235379999999999256e+00,8.349529000000000423e+00,8.532985999999999294e+00,9.188864000000000587e+00,9.157425999999999178e+00,9.434355999999999298e+00
5.699999999999999289e+01,7.300000000000000000e+01,7.666666666666667140e+01,7.925000000000000000e+01,8.239999999999999147e+01,8.500000000000000000e+01,8.671428571428570820e+01,8.725000000000000000e+01,8.600000000000000000e+01,8.770000000000000284e+01,8.800000000000000000e+01,9.100000000000000000e+01,8.876923076923077360e+01,9.050000000000000000e+01,9.179999999999999716e+01,9.087500000000000000e+01,9.152941176470588402e+01,9.188888888888888573e+01,9.221052631578947967e+01,9.295000000000000284e+01,9.347619047619048160e+01,9.222727272727271952e+01,9.304347826086956275e+01,9.291666666666667140e+01,9.364000000000000057e+01,9.319230769230769340e+01,9.385185185185184764e+01,9.385714285714286120e+01,9.331034482758620641e+01,9.453333333333333144e+01,9.361290322580644840e+01,9.446875000000000000e+01,9.451515151515151558e+01,9.447058823529411598e+01,9.505714285714286405e+01,9.486111111111111427e+01,9.513513513513514397e+01,9.521052631578947967e+01,9.484615384615383959e+01,9.489999999999999147e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.562900000000000053e-02,1.562500000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.566299999999999984e-02,1.571499999999999980e-02,1.562500000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.562299999999999973e-02,1.561500000000000041e-02,0.000000000000000000e+00,1.562400000000000073e-02,1.562900000000000053e-02,1.562600000000000100e-02,1.562699999999999853e-02,1.562200000000000047e-02,1.559299999999999922e-02,1.562900000000000053e-02,1.562600000000000100e-02,1.562699999999999853e-02,1.562799999999999953e-02,3.125200000000000200e-02,3.125100000000000100e-02,3.121799999999999922e-02,3.125399999999999706e-02,3.126299999999999912e-02,3.135399999999999993e-02,1.562400000000000073e-02,3.124899999999999900e-02,4.687600000000000100e-02,4.687700000000000200e-02,3.125100000000000100e-02,4.687500000000000000e-02
7.000000000000000000e+01,8.300000000000000000e+01,8.566666666666667140e+01,8.800000000000000000e+01,8.740000000000000568e+01,9.150000000000000000e+01,9.185714285714286120e+01,9.187500000000000000e+01,9.300000000000000000e+01,9.110000000000000853e+01,9.390909090909090651e+01,9.466666666666667140e+01,9.376923076923077360e+01,9.450000000000000000e+01,9.493333333333333712e+01,9.437500000000000000e+01,9.535294117647057988e+01,9.500000000000000000e+01,9.478947368421052033e+01,9.570000000000000284e+01,9.590476190476189799e+01,9.663636363636362603e+01,9.552173913043478137e+01,9.595833333333332860e+01,9.576000000000000512e+01,9.734615384615385381e+01,9.625925925925925242e+01,9.653571428571427759e+01,9.624137931034482563e+01,9.696666666666666856e+01,9.722580645161291102e+01,9.728125000000000000e+01,9.730303030303029743e+01,9.679411764705882604e+01,9.737142857142858077e+01,9.711111111111111427e+01,9.767567567567567721e+01,9.665789473684210975e+01,9.794871794871794179e+01,9.767499999999999716e+01
1.562799999999999953e-02,6.249899999999999900e-02,9.375300000000000300e-02,1.249740000000000018e-01,1.718780000000000030e-01,2.187769999999999992e-01,2.496809999999999863e-01,2.972879999999999967e-01,3.593489999999999740e-01,4.062569999999999792e-01,4.687580000000000080e-01,5.314109999999999667e-01,5.937590000000000368e-01,6.718969999999999665e-01,7.189140000000000530e-01,8.282680000000000042e-01,8.751259999999999595e-01,9.532850000000000490e-01,1.078108000000000066e+00,1.140878000000000059e+00,1.234482000000000079e+00,1.297028000000000070e+00,1.421885000000000066e+00,1.500099999999999989e+00,1.640751999999999988e+00,1.718971000000000027e+00,1.844044000000000016e+00,1.906570000000000098e+00,2.067321000000000186e+00,2.125237999999999960e+00,2.318900000000000183e+00,2.560261999999999816e+00,2.515890000000000182e+00,2.625293000000000099e+00,2.703616999999999937e+00,2.828476999999999908e+00,2.969148999999999816e+00,3.047299000000000202e+00,3.187915999999999972e+00,3.266642000000000046e+00
5.699999999999999289e+01,6.200000000000000000e+01,6.733333333333332860e+01,7.100000000000000000e+01,7.279999999999999716e+01,7.483333333333332860e+01,7.614285714285713880e+01,7.762500000000000000e+01,7.611111111111111427e+01,7.890000000000000568e+01,8.054545454545454675e+01,7.975000000000000000e+01,8.046153846153846700e+01,8.128571428571427759e+01,8.233333333333334281e+01,8.312500000000000000e+01,8.405882352941176805e+01,8.183333333333334281e+01,8.326315789473683537e+01,8.189999999999999147e+01,8.428571428571429180e+01,8.531818181818181301e+01,8.565217391304348382e+01,8.475000000000000000e+01,8.531999999999999318e+01,8.696153846153845279e+01,8.633333333333332860e+01,8.803571428571427759e+01,8.703448275862069750e+01,8.733333333333332860e+01,8.706451612903225623e+01,8.775000000000000000e+01,8.678787878787879606e+01,8.738235294117646390e+01,8.734285714285714164e+01,8.852777777777778567e+01,8.710810810810811233e+01,8.786842105263157521e+01,8.789743589743589780e+01,8.844999999999998863e+01
1.560300000000000055e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.564700000000000119e-02,0.000000000000000000e+00,1.562600000000000100e-02,1.563600000000000059e-02,1.562500000000000000e-02,0.000000000000000000e+00,1.559299999999999922e-02,1.562600000000000100e-02,1.562299999999999973e-02,1.562799999999999953e-02,1.562299999999999973e-02,1.562500000000000000e-02,1.562500000000000000e-02,1.562600000000000100e-02,3.125000000000000000e-02,1.562299999999999973e-02,3.125200000000000200e-02,3.127900000000000125e-02,1.559999999999999928e-02,3.126999999999999919e-02,3.125000000000000000e-02,3.126000000000000306e-02,3.125200000000000200e-02,1.561700000000000067e-02,1.562600000000000100e-02,3.134900000000000186e-02,3.125499999999999806e-02,3.125599999999999906e-02,3.121300000000000116e-02,3.125000000000000000e-02,3.125100000000000100e-02,4.687600000000000100e-02,3.126000000000000306e-02,3.125200000000000200e-02,4.694600000000000162e-02,4.680200000000000332e-02,4.690300000000000025e-02
6.300000000000000000e+01,6.950000000000000000e+01,7.900000000000000000e+01,7.650000000000000000e+01,8.200000000000000000e+01,8.666666666666667140e+01,8.042857142857143060e+01,8.262500000000000000e+01,8.588888888888888573e+01,8.779999999999999716e+01,8.636363636363635976e+01,8.641666666666665719e+01,8.869230769230769340e+01,8.971428571428570820e+01,8.893333333333333712e+01,8.893750000000000000e+01,9.041176470588236214e+01,9.022222222222222854e+01,9.005263157894736992e+01,9.029999999999999716e+01,9.095238095238094900e+01,9.245454545454545325e+01,9.213043478260868824e+01,9.116666666666665719e+01,9.271999999999999886e+01,9.207692307692308020e+01,9.296296296296296191e+01,9.250000000000000000e+01,9.255172413793103203e+01,9.286666666666666003e+01,9.354838709677419217e+01,9.296875000000000000e+01,9.266666666666665719e+01,9.326470588235294201e+01,9.345714285714285552e+01,9.394444444444444287e+01,9.362162162162161394e+01,9.418421052631579471e+01,9.443589743589743080e+01,9.389999999999999147e+01
